,S_No,Sentence,Negative_Sentiment_Score,Positive_Sentiment_Score,Neutral_Sentiment_Score,COMPOUND_SCORE
30199,30200,"Shanghai, being one of the centres of China's rapid development, is really depressing.",0.194,0.0,0.806,-0.4391
30200,30201,stupid things like silverware and an oven mit and all that),0.228,0.168,0.604,-0.2263
30201,30202,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",0.299,0.0,0.701,-0.7793
30202,30203,I think at this moment i love San Francisco better than L. A..,0.0,0.441,0.559,0.7964
30203,30204,i do i love angelina jolie!..,0.0,0.6,0.4,0.6696
30204,30205,I hate AAA.,0.787,0.0,0.213,-0.5719
30205,30206,It seems to me that everything I want is in Seattle.,0.0,0.126,0.874,0.0772
30206,30207,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",0.07,0.079,0.85,0.0772
30207,30208,"That's me sitting up, and Boston being stupid and worried and hiding.",0.464,0.0,0.536,-0.7783
30208,30209,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",0.271,0.0,0.729,-0.7717
30209,30210,i wouldnt really recommend uk anymore i hate london.,0.547,0.0,0.453,-0.7207
30210,30211,anyways i loved beijing as much as i loved shanghai.,0.0,0.565,0.435,0.8316
30211,30212,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",0.111,0.081,0.808,-0.1531
30212,30213,stupid lakers.....,0.773,0.0,0.227,-0.5267
30213,30214,Shanghai is beautiful ~..,0.0,0.565,0.435,0.5994
30214,30215,I know you're way too smart and way too cool to let stupid UCLA get to you...,0.159,0.234,0.607,0.1531
30215,30216,We all know that we love Paris Hilton...,0.0,0.375,0.625,0.6369
30216,30217,I love Paris Hilton..,0.0,0.677,0.323,0.6369
30217,30218,the fact that i love paris hilton or like the color pink...,0.0,0.427,0.573,0.7717
30218,30219,for as long as I can remember I've wanted Honda....,0.0,0.0,1.0,0.0
30219,30220,"On a lighter note, I love my macbook.",0.0,0.457,0.543,0.6369
30220,30221,harvard is for dumb people.,0.452,0.0,0.548,-0.5106
30221,30222,I so want a MacBook.,0.0,0.443,0.557,0.1513
30222,30223,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!",0.069,0.493,0.438,0.9653
30223,30224,oh! Traffic in Seattle sucks!,0.435,0.0,0.565,-0.4738
30224,30225,"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",0.0,0.449,0.551,0.9081
30225,30226,the beautiful Harvard grad â€”..,0.0,0.494,0.506,0.5994
30226,30227,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",0.315,0.073,0.612,-0.7311
30227,30228,Orchard Bank has an attractive Mastercard for you...,0.0,0.293,0.707,0.4404
30228,30229,I hate Paris Hilton.,0.649,0.0,0.351,-0.5719
30229,30230,I hate paris hilton too!,0.571,0.0,0.429,-0.6114
30230,30231,"as title, tho i hate london, i did love alittle bit about london..",0.219,0.249,0.533,0.128
30231,30232,I liked Tom Cruise until he dumped Nicole Kidman.,0.235,0.243,0.522,0.0258
30232,30233,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",0.0,0.0,1.0,0.0
30233,30234,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,0.288,0.0,0.712,-0.8173
30234,30235,and then after that whole fiasco i decided i wanted a Boston Shake from DQ b / c they're amazing...,0.294,0.0,0.706,-0.6124
30235,30236,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",0.121,0.0,0.879,-0.4404
30236,30237,This superb View London Christmas gift basket is...,0.0,0.538,0.462,0.7906
30237,30238,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,0.489,0.0,0.511,-0.9099
30238,30239,THIS SONG SUCKSSSSSSS i hate paris hilton.....,0.425,0.0,0.575,-0.5719
30239,30240,i really like those american express ads so here's my take on it.....,0.0,0.202,0.798,0.4201
30240,30241,"i love Kappo Honda, which is across the street..",0.0,0.375,0.625,0.6369
30241,30242,The seattle scene is pretty amazing too....,0.0,0.583,0.417,0.7906
30242,30243,i love my macbook...,0.0,0.677,0.323,0.6369
30243,30244,I hate Paris Hilton.,0.649,0.0,0.351,-0.5719
30244,30245,Dallas Mavericks in the event the Sixers suck(,0.0,0.0,1.0,0.0
30245,30246,"I like Tom Cruise, as I've stated over and over.",0.0,0.238,0.762,0.3612
30246,30247,I want a Volkswagen Beetle Convertible..,0.0,0.302,0.698,0.0772
30247,30248,miss you aaa ~..,0.348,0.0,0.652,-0.1531
30248,30249,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent.",0.117,0.239,0.644,0.296
30249,30250,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,0.0,0.376,0.624,0.8034
30250,30251,"I just love those Geico commercials with the caveman, I can't stop laughing!!!.",0.0,0.436,0.564,0.7884
30251,30252,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",0.0,0.481,0.519,0.9493
30252,30253,I love Angelina Jolie.,0.0,0.677,0.323,0.6369
30253,30254,i love shanghai too =).,0.0,0.583,0.417,0.6369
30254,30255,i love mit and harvard both..,0.0,0.512,0.488,0.6369
30255,30256,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",0.103,0.0,0.897,-0.5487
30256,30257,cause obviously toyota dealer is cheating on my feelings..,0.31,0.0,0.69,-0.5574
30257,30258,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",0.0,0.135,0.865,0.3612
30258,30259,""" I LOVE SHANGHAI VERY MUCH!",0.0,0.6,0.4,0.6696
30259,30260,Awful mojo for a Citi or Capital One...,0.333,0.0,0.667,-0.4588
30260,30261,I do love Tom Cruise.,0.0,0.583,0.417,0.6369
30261,30262,"Hell, maybe you'll get some crazy discount flight and bring the whole family over here: the Tower of London is great for the sprogs!",0.225,0.127,0.648,-0.4926
30262,30263,I love Tom Cruise.,0.0,0.677,0.323,0.6369
30263,30264,Then we had stupid trivia about San Francisco and sci fi tv so we left...,0.195,0.0,0.805,-0.5267
30264,30265,I like my HP Pavilion Laptop.,0.0,0.385,0.615,0.3612
30265,30266,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",0.0,0.257,0.743,0.5859
30266,30267,for as long as I can remember I've wanted Honda....,0.0,0.0,1.0,0.0
30267,30268,"Â  I would like to say some history of ThinkPad PCBA for your reference,, Â  Â  This yellow wire method has been used from the begining of IBM PC / Thinkpad product more than 18 years..",0.0,0.07,0.93,0.3612
30268,30269,i love my new Macbook..,0.0,0.583,0.417,0.6369
30269,30270,Lakers suck!!,0.777,0.0,0.223,-0.5399
30270,30271,I hate Paris Hilton.,0.649,0.0,0.351,-0.5719
30271,30272,"anyway, shanghai is really beautiful ï¼Œ æ»¨æ±Ÿå¤§é“æ˜¯å¾ˆçµçš„å•¦ ï¼Œ é‚£ä¸ªstarbucksæ˜¯ä¸Šæµ·é£Žæ™¯æœ€å¥½çš„starbucks ~ ~!!!",0.0,0.36,0.64,0.7243
30272,30273,london sucks....,0.0,0.0,1.0,0.0
30273,30274,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",0.153,0.0,0.847,-0.3291
30274,30275,. I'm pleased to announce that Boston sucked...,0.0,0.326,0.674,0.4404
30275,30276,"as title, tho i hate london, i did love alittle bit about london..",0.219,0.249,0.533,0.128
30276,30277,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",0.0,0.208,0.792,0.6659
30277,30278,"I love the lakers too, hope they can move past the first rounf of the playoff!.",0.0,0.362,0.638,0.8122
30278,30279,I think at this moment i love San Francisco better than L. A..,0.0,0.441,0.559,0.7964
30279,30280,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,0.489,0.0,0.511,-0.9099
30280,30281,"I really, really hate TOM CRUISE.",0.516,0.0,0.484,-0.6453
30281,30282,I love UCLA but miss everyone from back home.,0.181,0.248,0.571,0.1779
30282,30283,I like Tom Cruise and will boycott Paramount Pictures..,0.213,0.231,0.556,0.0516
30283,30284,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,0.274,0.0,0.726,-0.7526
30284,30285,"Meanwhile, Shanghai mayor Chen Liangyu has warned municipal officials of a disastrous impact on the city of any epidemic among humans caused by the H5N1 avian influenza virus...",0.194,0.0,0.806,-0.7184
30285,30286,Some ugly Toyota wanna be Hummer Honda Element.....,0.32,0.0,0.68,-0.5106
30286,30287,the beautiful Harvard grad â€”..,0.0,0.494,0.506,0.5994
30287,30288,I hate London!!!!!!!,0.83,0.0,0.17,-0.7067
30288,30289,"Oh man, last night's Lakers playoff game was awesome.",0.0,0.339,0.661,0.6249
30289,30290,I like toyota.....,0.0,0.714,0.286,0.3612
30290,30291,"On a lighter note, I love my macbook.",0.0,0.457,0.543,0.6369
30291,30292,I love Tom Cruise.,0.0,0.677,0.323,0.6369
30292,30293,MIT was amazing.,0.0,0.655,0.345,0.5859
30293,30294,Shanghai II gave me a horrible fortune in my fortune cookie.,0.28,0.0,0.72,-0.5423
30294,30295,I love MIT so much...,0.0,0.583,0.417,0.6369
30295,30296,I love purdue!....,0.0,0.818,0.182,0.6696
30296,30297,I need some of that geico balboa stuff..,0.0,0.0,1.0,0.0
30297,30298,"With that said god i cant wait to go there, seattle is awesome.",0.0,0.383,0.617,0.7351
30298,30299,So I went to the American Airlines counter to get my boarding passes home and encountered the completely useless security questionairre...,0.13,0.113,0.757,-0.1065
30299,30300,"and of course, Tom Cruise was awesome...",0.0,0.0,1.0,0.0
30300,30301,"Oh, and incase you didn't know I love Tom Cruise!................",0.314,0.0,0.686,-0.5661
30301,30302,I also like Boston.,0.0,0.556,0.444,0.3612
30302,30303,"San Francisco Coffee rocks, yo!",0.0,0.0,1.0,0.0
30303,30304,All san Francisco has are shitty little old apts in this price range...,0.231,0.0,0.769,-0.5574
30304,30305,the stupid honda lol or a BUG!..,0.352,0.267,0.381,-0.2244
30305,30306,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way.",0.123,0.044,0.833,-0.4588
30306,30307,and honda elements are assholes...,0.0,0.0,1.0,0.0
30307,30308,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",0.0,0.208,0.792,0.6659
30308,30309,I love Harvard Square in the fall.,0.0,0.457,0.543,0.6369
30309,30310,I HATE LONDON!..,0.8,0.0,0.2,-0.6114
30310,30311,"The iBook is now the Macbook, which is a really stupid name when you remember that style is 80 % of why anyone would ever buy an Apple...",0.129,0.0,0.871,-0.5709
30311,30312,I'd like to talk today about how much I hate Paris Hilton.....,0.243,0.164,0.592,-0.296
30312,30313,Three days at Purdue with three awesome people.,0.0,0.369,0.631,0.6249
30313,30314,"I do like Angelina Jolie, but I wouldn't steal someone else's man.",0.0,0.394,0.606,0.636
30314,30315,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",0.0,0.181,0.819,0.6369
30315,30316,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,0.187,0.487,0.326,0.811
30316,30317,I would love to go Shanghai with sister..,0.0,0.412,0.588,0.6369
30317,30318,have an awesome time at purdue!..,0.0,0.468,0.532,0.6588
30318,30319,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,0.0,0.231,0.769,0.5994
30319,30320,Toyota is doing some amazing things with fuel economy.,0.0,0.322,0.678,0.5859
30320,30321,I love Paris Hilton..,0.0,0.677,0.323,0.6369
30321,30322,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",0.0,0.258,0.742,0.8402
30322,30323,I hate the exodus of subarus and honda crv's and volvos.,0.291,0.0,0.709,-0.5719
30323,30324,"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",0.129,0.0,0.871,-0.5267
30324,30325,"anyway, shanghai is really beautiful ï¼Œ æ»¨æ±Ÿå¤§é“æ˜¯å¾ˆçµçš„å•¦ ï¼Œ é‚£ä¸ªstarbucksæ˜¯ä¸Šæµ·é£Žæ™¯æœ€å¥½çš„starbucks ~ ~!!!",0.0,0.36,0.64,0.7243
30325,30326,SEATTLE SUCKS SO FAR!!!!.,0.55,0.0,0.45,-0.5673
30326,30327,stupid honda.,0.773,0.0,0.227,-0.5267
30327,30328,Three days at Purdue with three awesome people.,0.0,0.369,0.631,0.6249
30328,30329,I love UCLA but miss everyone from back home.,0.181,0.248,0.571,0.1779
30329,30330,i hate the lakers..,0.649,0.0,0.351,-0.5719
30330,30331,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",0.0,0.437,0.563,0.9319
30331,30332,i bet i am the first person ever to comment on your site from london-stinking-england!,0.0,0.0,1.0,0.0
30332,30333,"I'm biased, I love Angelina Jolie..",0.226,0.452,0.323,0.4767
30333,30334,I have finally understood Mara when she claims that Boston is a fake.,0.237,0.0,0.763,-0.4767
30334,30335,The Honda is awesome.,0.0,0.577,0.423,0.6249
30335,30336,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",0.121,0.0,0.879,-0.4404
30336,30337,i love shanghai too =).,0.0,0.583,0.417,0.6369
30337,30338,I hate Paris Hilton.,0.649,0.0,0.351,-0.5719
30338,30339,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",0.098,0.264,0.638,0.5994
30339,30340,gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,0.164,0.128,0.708,-0.2023
30340,30341,i love ucla!..,0.0,0.818,0.182,0.6696
30341,30342,I hate state farm.....,0.649,0.0,0.351,-0.5719
30342,30343,I think Angelina Jolie is ugly..,0.0,0.0,1.0,0.0
30343,30344,boston college is good too < 33.,0.0,0.367,0.633,0.4404
30344,30345,Wird also in loser Folge ab und zu so ne Art Homestory mit allerlei drum und dran geben...,0.167,0.0,0.833,-0.5267
30345,30346,i love mit and harvard both..,0.0,0.512,0.488,0.6369
30346,30347,I love the lakers even tho Trav makes fun of me.,0.0,0.484,0.516,0.8176
30347,30348,Which makes me think I need AAA more than AA...,0.0,0.0,1.0,0.0
30348,30349,Tom Cruise sucks balls..,0.455,0.0,0.545,-0.3612
30349,30350,and i blame angelina jolie!,0.473,0.0,0.527,-0.4003
30350,30351,shopping at shanghai with her was fantastic too.,0.0,0.34,0.66,0.5574
30351,30352,I really hate Tom Cruise.,0.571,0.0,0.429,-0.6115
30352,30353,I hated Boston.,0.808,0.0,0.192,-0.6369
30353,30354,I would love to go Shanghai with sister..,0.0,0.412,0.588,0.6369
30354,30355,I needed San Francisco but not until a month ago.,0.0,0.0,1.0,0.0
30355,30356,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",0.0,0.181,0.819,0.6369
30356,30357,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",0.07,0.079,0.85,0.0772
30357,30358,I loved Boston and MIT so much and still do.,0.0,0.328,0.672,0.5994
30358,30359,"London's style â€” brutal, vivid, and exciting â€” made him enormously popular outside the United States;",0.163,0.361,0.476,0.6115
30359,30360,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",0.0,0.437,0.563,0.9319
30360,30361,". I'm traveling and having random rebooting problems with my MacBook, which is really disappointing since they just replaced the first one for overheating.",0.228,0.0,0.772,-0.7346
30361,30362,seattle sucks!!!...,0.0,0.0,1.0,0.0
30362,30363,OK WELL THE NBA CHAMPIONSHIP WAS JUST ON AND I WANTED THE DALLAS MAVERICKS TO WIN BUT NOOOOOOOOOOOOOOO THE HEAT HAVE TO TAKE AWAY THIER DIGniTY!!!!!!,0.0,0.325,0.675,0.8456
30363,30364,I LOVE Seattle!!,0.0,0.847,0.153,0.7592
30364,30365,"I don't, however like Paris Hilton.",0.345,0.0,0.655,-0.2755
30365,30366,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol..",0.0,0.262,0.738,0.7783
